emoji_1,emoji_2,emoji_3,emoji_4,emoji_5,emoji_6,emoji_7,emoji_8,emoji_9,emoji_10,emoji_11,emoji_12,emoji_13,label
198,46,16,179,106,168,26,34,106,117,197,16,34,0
179,106,198,16,26,34,56,131,16,117,80,34,106,0
16,26,181,198,179,34,22,106,16,117,34,106,45,0
34,106,26,56,198,179,16,95,43,106,34,117,16,0
26,89,16,198,2,106,34,179,106,117,34,16,124,0
106,198,166,26,12,16,34,179,16,7,117,106,34,0
26,198,130,179,34,16,106,180,117,89,106,34,16,1
164,179,16,26,34,198,189,106,34,16,106,117,167,1
26,106,16,34,198,167,179,87,16,117,34,106,12,1
105,90,34,16,198,26,106,179,106,16,117,77,34,0
42,198,26,34,106,16,32,179,34,117,106,16,213,0
34,43,26,16,50,198,179,106,16,34,106,117,149,0
198,48,34,179,106,26,163,16,117,106,16,34,150,1
106,34,171,179,198,208,16,26,16,34,106,182,117,1
26,106,146,34,198,16,55,179,117,106,34,16,92,1
179,16,26,198,106,64,19,34,117,16,83,34,106,1
58,106,198,16,34,26,21,179,34,106,117,159,16,1
26,108,198,179,16,106,94,34,34,106,186,16,117,1
16,26,22,198,179,156,34,106,117,16,34,206,106,1
26,144,179,198,34,106,16,114,117,106,128,34,16,1
106,198,16,179,154,26,176,34,16,117,34,106,58,0
16,26,213,106,198,34,179,74,106,193,16,34,117,1
106,172,16,10,34,179,198,26,34,16,58,117,106,1
16,26,188,108,198,179,106,34,117,106,58,16,34,0
16,198,56,179,106,82,34,26,16,34,106,19,117,0
187,59,106,179,198,16,34,26,58,106,34,117,16,1
157,179,128,198,26,34,16,106,106,100,117,34,16,1
34,175,106,26,16,143,179,198,34,16,117,106,10,0
79,106,179,34,26,53,198,16,16,34,106,58,117,0
16,198,106,153,34,26,88,179,199,34,16,117,106,0
16,26,34,167,198,106,90,179,106,16,199,34,117,1
179,34,16,26,106,136,198,23,106,16,34,19,117,0
106,16,155,179,34,55,198,26,48,34,16,106,117,1
26,16,179,34,64,75,106,198,16,7,34,117,106,0
106,124,34,26,179,16,198,176,106,16,34,117,89,1
198,34,19,179,26,16,106,158,34,101,106,117,16,1
198,94,34,26,27,106,179,16,34,51,117,16,106,1
16,34,198,106,26,179,162,114,16,17,34,117,106,0
26,16,106,198,104,179,107,34,106,16,34,17,117,0
34,106,148,179,16,26,198,10,36,34,117,16,106,1
21,83,16,179,198,34,26,106,63,106,117,16,34,0
179,198,34,103,16,44,26,106,34,16,117,106,183,0
179,106,79,103,16,26,34,198,106,34,16,136,117,1
16,198,121,179,34,106,149,26,106,34,125,16,117,1
35,34,198,167,179,106,16,26,34,117,106,16,100,1
34,15,198,16,106,179,26,63,16,106,34,117,168,1
106,26,162,19,34,16,198,179,106,117,41,34,16,1
179,34,26,106,41,110,198,16,34,118,117,106,16,0
97,16,198,34,179,197,106,26,16,106,117,213,34,0
179,160,16,106,26,198,178,34,34,106,16,117,36,0
179,91,198,26,212,34,106,16,117,106,34,16,6,0
179,16,137,34,198,201,26,106,194,16,117,106,34,1
106,131,179,34,26,198,16,133,34,106,16,117,188,0
210,198,16,26,106,34,179,18,34,106,16,187,117,0
26,141,16,181,106,34,179,198,106,117,34,19,16,0
179,34,15,16,101,26,106,198,117,156,16,34,106,0
103,61,179,16,34,106,26,198,16,106,117,34,77,0
26,16,12,179,64,34,106,198,117,106,9,34,16,1
106,165,34,198,16,122,26,179,106,134,16,117,34,1
16,106,46,26,34,41,179,198,16,106,8,34,117,0
106,16,26,34,47,104,198,179,16,117,175,106,34,0
16,198,88,26,34,106,179,41,34,32,117,106,16,0
107,106,198,66,34,16,26,179,106,117,114,16,34,1
25,54,106,16,34,26,179,198,16,197,106,34,117,0
210,26,179,16,20,106,34,198,16,117,199,34,106,1
34,179,211,16,26,106,167,198,106,6,117,34,16,1
198,26,7,34,179,106,166,16,117,34,106,16,17,1
179,106,198,208,16,26,34,91,106,34,16,32,117,1
198,35,75,26,34,106,179,16,106,16,34,117,133,0
83,129,34,16,179,198,106,26,106,34,175,117,16,0
37,198,179,26,13,34,16,106,134,16,117,34,106,0
26,106,16,34,179,130,198,105,16,117,34,106,152,0
98,16,179,106,34,198,208,26,16,34,213,106,117,0
198,40,130,106,34,179,16,26,16,34,106,212,117,0
26,16,179,198,213,34,106,29,16,48,117,106,34,1
198,26,179,16,146,106,34,67,117,16,48,34,106,0
106,33,26,179,198,16,196,34,1,16,117,34,106,1
82,198,26,80,16,179,106,34,117,16,94,34,106,0
26,198,151,16,34,67,106,179,16,56,117,34,106,1
16,179,106,96,198,26,188,34,16,106,34,117,186,1
34,26,65,16,179,104,106,198,117,34,16,106,185,0
34,26,131,179,106,198,16,128,117,34,106,199,16,1
207,198,106,120,179,16,34,26,16,34,117,75,106,1
106,121,26,179,198,128,34,16,206,16,34,106,117,0
34,179,129,106,26,16,198,56,16,106,117,168,34,0
47,179,101,16,26,198,34,106,117,16,62,106,34,1
51,198,16,123,26,34,179,106,159,34,16,106,117,0
26,16,106,185,121,198,34,179,34,117,5,106,16,0
179,106,212,16,198,107,26,34,89,117,106,34,16,1
16,106,187,34,198,179,107,26,34,117,16,105,106,1
16,179,198,207,26,24,106,34,34,16,168,117,106,1
179,189,88,106,26,34,16,198,106,10,117,16,34,1
198,16,106,171,37,34,26,179,117,106,34,16,9,0
16,26,179,34,106,204,198,119,106,16,34,199,117,0
16,26,179,198,44,178,106,34,117,188,106,16,34,1
70,26,41,16,179,34,106,198,106,117,16,34,153,0
16,149,172,179,106,34,26,198,34,16,106,117,213,0
8,179,26,84,198,16,106,34,16,34,117,18,106,0
174,16,106,37,26,198,179,34,16,185,34,117,106,0
16,34,26,24,9,198,106,179,16,106,34,56,117,1
34,152,198,179,16,106,57,26,34,16,117,106,19,0
26,34,106,42,1,179,198,16,117,106,16,18,34,0
34,198,27,10,179,106,26,16,106,152,34,117,16,1
198,106,114,26,16,165,179,34,34,106,16,117,153,1
202,198,26,179,77,106,16,34,106,34,114,117,16,0
198,106,52,26,34,58,179,16,106,16,34,10,117,0
198,43,179,16,106,205,26,34,117,106,34,16,124,0
34,150,179,198,110,26,106,16,16,152,117,106,34,1
106,179,108,34,198,26,100,16,16,33,34,117,106,0
179,106,34,16,26,135,208,198,117,106,34,67,16,1
162,26,106,125,16,34,179,198,34,117,106,48,16,0
198,179,37,16,106,26,95,34,16,34,33,117,106,0
198,26,16,41,106,146,34,179,117,156,106,34,16,0
32,26,106,198,34,30,179,16,106,149,34,16,117,0
34,26,42,106,7,179,16,198,106,117,34,9,16,1
212,16,110,34,26,106,179,198,19,34,16,117,106,0
34,16,198,106,26,18,192,179,128,16,117,106,34,0
34,106,26,198,51,54,16,179,201,106,34,117,16,0
150,16,198,47,34,179,106,26,16,117,34,194,106,1
72,34,106,26,198,21,16,179,34,106,117,19,16,0
179,26,198,203,34,16,106,204,117,16,106,34,182,1
198,37,34,106,132,179,16,26,153,117,106,34,16,0
163,103,16,198,179,26,106,34,34,194,16,106,117,1
198,179,15,34,16,26,106,134,34,106,51,16,117,1
62,34,16,26,106,179,160,198,34,117,16,118,106,0
179,34,26,106,45,16,198,131,106,12,34,16,117,0
106,179,16,198,26,34,108,204,18,34,16,117,106,1
106,61,26,34,16,207,198,179,106,16,34,117,9,1
34,16,26,122,106,198,126,179,117,37,106,34,16,1
16,26,103,106,198,179,34,162,16,206,106,34,117,0
198,34,16,107,26,106,199,179,34,181,117,106,16,1
212,179,16,34,198,96,26,106,117,118,106,16,34,1
26,198,179,202,16,106,34,19,16,7,117,34,106,0
26,16,80,34,106,155,179,198,106,16,117,34,67,1
16,26,198,78,34,106,179,64,16,106,34,185,117,1
34,26,198,176,19,179,16,106,34,150,106,117,16,1
198,16,179,77,34,26,106,15,117,106,41,16,34,1
26,198,179,55,57,34,106,16,106,34,16,117,213,0
179,16,198,106,58,26,34,42,34,16,106,18,117,1
144,179,106,26,16,198,207,34,34,5,106,16,117,1
163,198,201,106,16,26,179,34,188,16,34,117,106,1
179,26,158,16,34,106,198,154,16,117,106,34,53,1
26,198,179,153,106,16,34,54,106,16,117,34,212,0
26,16,130,179,34,106,20,198,34,10,16,106,117,0
185,79,26,16,179,106,198,34,117,106,43,16,34,1
34,16,14,179,33,26,106,198,117,34,106,152,16,1
179,16,26,106,198,129,8,34,117,34,16,193,106,0
16,106,60,34,118,26,179,198,117,34,16,106,201,0
202,26,16,83,198,106,179,34,34,117,16,106,149,0
26,195,106,209,16,179,34,198,34,16,106,117,45,1
182,26,16,13,179,198,106,34,153,34,106,16,117,0
186,16,198,209,26,179,34,106,106,34,16,178,117,0
16,161,175,179,34,26,106,198,16,34,117,106,58,1
7,198,179,16,106,74,34,26,104,34,16,117,106,1
179,16,198,106,184,26,187,34,34,106,16,62,117,1
16,26,185,34,191,198,106,179,66,117,106,34,16,1
106,154,34,198,179,169,26,16,62,34,106,117,16,0
163,12,26,34,106,198,179,16,104,106,34,117,16,1
122,16,179,61,26,106,198,34,103,34,106,16,117,1
151,179,106,26,34,198,41,16,106,159,117,16,34,0
34,179,137,106,25,16,26,198,106,16,34,117,1,0
106,26,179,198,34,97,16,195,117,34,16,106,9,1
106,198,26,16,179,34,108,136,16,25,106,117,34,1
16,198,179,26,142,34,63,106,104,16,106,117,34,1
106,6,86,16,198,26,34,179,16,106,34,32,117,1
165,34,16,198,106,179,67,26,106,20,16,117,34,0
106,34,26,16,198,113,179,94,16,159,34,106,117,1
106,26,141,62,198,179,34,16,106,34,117,16,105,0
179,66,26,16,34,198,202,106,34,106,16,189,117,0
16,34,198,26,196,182,106,179,34,117,183,16,106,0
34,106,179,26,16,198,165,136,106,117,189,16,34,0
106,16,198,26,34,90,179,92,106,206,117,34,16,1
179,26,188,196,198,34,106,16,16,34,106,168,117,1
16,20,26,198,34,106,179,22,19,16,106,34,117,1
34,99,106,198,16,19,26,179,34,106,16,183,117,0
26,136,106,16,179,142,34,198,106,117,16,34,75,1
188,198,170,179,16,106,26,34,106,34,16,117,63,0
34,204,179,106,26,57,16,198,106,16,51,117,34,1
198,16,201,106,164,26,179,34,207,34,106,16,117,0
106,198,179,125,26,34,74,16,16,106,34,117,51,1
16,26,127,198,34,149,106,179,16,189,117,34,106,0
34,26,198,16,179,181,38,106,16,34,204,106,117,0
132,26,34,179,16,198,153,106,67,34,117,16,106,0
34,194,210,106,179,26,198,16,34,117,106,12,16,0
26,34,175,198,24,179,106,16,34,106,16,122,117,0
67,106,198,16,34,68,26,179,117,106,156,34,16,0
106,16,34,179,198,160,26,181,106,16,34,17,117,0
2,16,106,179,26,34,67,198,16,117,106,182,34,1
16,26,106,40,179,198,135,34,16,117,34,125,106,1
107,26,179,106,198,207,16,34,34,16,117,106,51,1
198,106,213,179,209,26,34,16,106,16,37,34,117,1
34,11,179,16,208,26,106,198,117,56,16,106,34,1
106,179,198,26,103,30,34,16,106,117,34,10,16,0
198,106,63,179,174,34,16,26,117,34,16,106,1,1
16,26,34,102,106,198,100,179,34,208,106,16,117,0
179,26,198,103,16,96,34,106,117,106,16,34,66,0
198,179,106,26,34,64,16,1,34,106,117,16,101,0
16,106,40,179,91,34,198,26,34,188,117,16,106,1
179,16,175,198,110,26,106,34,117,34,106,16,167,0
26,103,106,16,198,34,179,46,34,106,40,16,117,0
179,198,32,16,165,106,26,34,16,34,41,117,106,1
106,24,75,16,179,26,198,34,16,66,117,106,34,0
179,26,106,16,13,34,198,212,16,34,133,106,117,1
105,16,179,26,34,106,141,198,17,106,34,117,16,0
26,106,34,179,91,198,16,187,16,34,106,117,187,0
198,69,106,34,179,16,26,48,124,16,117,34,106,1
16,21,106,34,179,189,198,26,34,117,106,16,114,1
16,106,26,198,133,96,34,179,117,17,106,16,34,0
16,34,26,198,106,70,179,36,117,34,16,106,159,1
60,106,16,179,34,198,26,53,106,16,10,34,117,0
198,26,106,127,179,34,16,187,16,117,106,154,34,1
86,34,72,106,26,16,179,198,16,34,152,106,117,0
80,16,179,34,106,15,198,26,34,8,106,16,117,1
179,16,4,26,198,41,34,106,34,37,16,106,117,0
198,16,106,125,34,28,26,179,117,106,34,103,16,0
163,26,16,198,34,154,179,106,106,34,16,195,117,0
7,177,106,198,179,34,26,16,16,117,201,106,34,0
179,26,154,198,115,106,34,16,34,16,106,117,128,0
26,198,106,179,195,16,137,34,7,34,16,117,106,1
28,16,34,26,198,106,37,179,117,133,34,106,16,0
106,26,179,34,16,198,46,118,156,16,106,117,34,0
34,198,26,179,53,16,106,84,106,117,213,34,16,0
160,26,179,106,34,16,195,198,34,197,117,106,16,0
198,75,106,34,26,16,179,108,106,118,16,117,34,0
16,198,106,34,105,69,26,179,34,199,16,117,106,0
16,26,198,106,179,34,180,148,16,117,133,34,106,1
26,38,198,106,179,34,16,208,106,117,40,16,34,0
26,138,179,34,198,56,106,16,16,34,106,117,150,0
34,106,179,26,16,198,64,197,117,16,106,212,34,1
26,179,16,106,198,78,42,34,117,34,106,75,16,1
198,26,144,48,16,179,106,34,106,34,117,5,16,1
205,106,122,34,198,16,26,179,106,34,16,117,72,1
213,198,26,179,34,106,157,16,106,34,117,10,16,1
26,179,106,16,188,73,198,34,34,16,106,117,207,0
106,198,34,16,26,203,179,134,117,34,16,19,106,0
43,84,179,106,26,34,16,198,106,66,34,16,117,0
34,16,118,26,198,179,106,144,180,16,34,117,106,0
34,16,179,106,183,198,158,26,106,16,117,118,34,1
106,171,179,16,198,26,34,41,34,16,185,106,117,0
34,198,26,96,106,193,16,179,16,34,189,106,117,0
10,106,35,179,34,16,26,198,134,16,34,106,117,1
1,34,26,27,179,198,106,16,48,16,106,34,117,0
34,10,106,26,179,38,16,198,16,117,34,168,106,1
198,179,26,124,16,106,47,34,34,106,16,117,104,1
106,16,26,207,34,198,121,179,117,16,58,106,34,1
207,198,179,46,106,34,16,26,117,16,34,153,106,1
16,26,53,106,34,198,169,179,117,16,106,8,34,0
179,34,0,106,16,212,198,26,106,16,34,117,12,0
16,26,179,106,198,34,197,91,16,34,117,199,106,1
21,179,32,16,34,198,106,26,16,197,34,106,117,0
198,34,146,179,17,16,26,106,16,183,117,34,106,0
34,198,65,179,106,16,26,43,106,117,34,153,16,1
55,16,34,179,44,106,26,198,106,189,34,16,117,0
198,177,34,26,106,179,37,16,106,34,16,167,117,0
16,53,179,131,106,34,198,26,106,16,193,117,34,0
16,183,26,107,34,198,106,179,34,188,106,117,16,1
40,34,16,198,106,174,26,179,117,168,34,106,16,1
34,106,16,70,26,198,103,179,16,34,106,1,117,1
186,16,57,198,34,106,26,179,16,106,34,5,117,0
26,165,34,106,16,198,179,212,180,106,34,117,16,0
106,51,16,34,26,179,198,50,106,16,40,34,117,0
16,154,184,34,106,198,26,179,16,34,92,117,106,0
16,26,179,198,106,115,34,92,34,16,106,194,117,1
179,26,106,34,183,190,198,16,117,16,34,106,1,1
127,5,198,16,179,26,106,34,16,34,188,106,117,1
198,16,34,179,40,106,26,164,16,106,34,117,6,0
179,36,106,26,107,198,34,16,16,106,117,89,34,1
178,34,165,16,179,26,198,106,204,34,106,16,117,1
179,106,165,16,198,118,26,34,106,48,16,117,34,0
26,198,106,34,4,16,179,20,33,34,117,16,106,1
16,198,26,179,106,41,34,143,16,117,34,106,100,0
34,16,177,26,198,106,78,179,106,16,34,117,45,1
34,170,106,179,198,16,26,105,194,117,106,34,16,0
118,16,84,179,26,34,106,198,16,106,34,117,103,1
179,7,26,34,106,198,115,16,16,117,106,34,40,1
179,120,26,106,55,34,16,198,16,106,117,34,212,1
106,34,95,26,16,198,1,179,34,156,117,16,106,0
5,34,38,26,198,16,106,179,117,16,34,106,17,1
179,34,125,198,106,16,26,98,117,16,34,75,106,1
58,26,16,106,179,73,198,34,117,106,16,25,34,1
6,16,198,26,106,179,34,44,150,117,106,34,16,1
106,26,141,34,179,16,18,198,8,117,16,34,106,1
16,198,34,106,26,81,17,179,106,117,34,16,187,0
106,34,179,16,198,26,175,164,16,152,117,106,34,1
34,26,106,179,118,16,198,57,34,117,16,106,7,0
179,198,26,34,129,106,178,16,34,117,80,106,16,1
152,26,16,34,106,200,198,179,117,101,16,34,106,0
179,186,34,26,16,198,161,106,117,186,34,16,106,0
34,16,26,127,106,179,201,198,106,16,117,94,34,1
34,198,16,179,26,116,106,19,106,34,180,16,117,0
26,125,34,106,210,16,198,179,181,117,34,106,16,1
114,34,198,179,16,106,31,26,12,106,34,16,117,0
34,179,198,106,26,16,208,107,43,117,106,16,34,1
106,198,26,16,123,114,179,34,41,16,117,106,34,1
106,179,198,26,16,155,100,34,16,117,34,106,168,0
34,180,16,179,26,71,198,106,16,34,117,92,106,0
26,106,150,16,200,179,198,34,34,197,16,117,106,0
16,198,26,179,106,114,34,93,48,16,34,117,106,0
106,198,99,179,16,26,34,37,16,117,34,106,55,0
20,179,198,211,26,34,106,16,34,106,53,16,117,1
198,89,26,179,3,34,106,16,16,117,106,128,34,0
18,26,179,60,106,198,34,16,117,106,175,16,34,0
26,192,12,179,16,198,106,34,117,34,106,16,122,0
198,179,34,17,110,26,16,106,125,34,117,16,106,1
34,16,179,198,41,106,26,35,106,34,189,117,16,0
106,16,46,34,26,92,179,198,106,16,117,63,34,1
55,16,108,106,26,198,34,179,106,117,58,34,16,1
16,185,106,179,0,26,34,198,106,37,34,16,117,1
138,8,198,26,16,34,106,179,106,168,34,117,16,0
179,106,16,34,150,198,170,26,16,34,117,150,106,0
34,179,45,198,142,26,106,16,16,7,106,117,34,0
35,106,179,26,122,198,16,34,105,106,117,16,34,1
34,125,21,106,179,26,16,198,117,150,34,16,106,0
16,198,34,195,179,26,93,106,16,34,106,153,117,1
198,17,26,106,34,163,179,16,134,106,117,34,16,1
16,34,26,198,151,183,106,179,34,117,16,20,106,1
16,26,106,198,34,197,71,179,16,106,117,34,20,1
179,34,106,16,152,14,26,198,34,58,16,117,106,0
179,34,26,106,23,204,198,16,45,34,16,117,106,0
26,196,16,179,77,106,34,198,34,106,16,75,117,1
150,22,198,34,106,26,16,179,34,117,106,16,63,0
106,16,198,24,179,34,118,26,16,117,106,207,34,0
34,198,26,93,179,16,128,106,16,117,106,63,34,0
99,179,16,26,106,198,89,34,72,106,117,34,16,1
106,179,34,198,141,16,26,19,62,106,117,16,34,1
179,34,26,106,198,41,16,90,67,16,106,34,117,0
34,194,179,11,198,16,26,106,16,194,34,117,106,0
106,176,16,34,198,179,26,20,34,117,105,16,106,1
179,16,108,26,106,198,34,187,32,117,106,34,16,1
34,16,198,106,179,8,26,174,72,16,106,117,34,1
77,34,14,16,198,179,26,106,117,106,16,34,128,0
26,16,95,106,7,198,179,34,16,36,117,34,106,0
179,198,26,167,34,129,106,16,34,16,67,106,117,1
198,34,26,179,16,44,118,106,16,185,117,34,106,0
34,76,26,179,106,198,113,16,117,16,168,106,34,0
34,143,16,179,26,106,100,198,34,117,16,37,106,0
130,16,198,66,179,26,106,34,208,34,117,106,16,1
106,179,34,16,45,26,30,198,16,106,167,34,117,0
198,16,59,34,106,179,101,26,117,201,34,106,16,0
26,34,18,179,106,16,198,14,117,16,36,106,34,0
16,198,34,134,179,106,26,99,197,34,117,106,16,0
16,26,106,198,34,57,179,125,16,106,5,117,34,0
178,26,34,106,179,16,198,42,117,16,207,34,106,0
198,34,16,179,26,124,176,106,34,17,16,117,106,1
198,179,115,16,34,78,26,106,106,16,117,43,34,1
34,26,67,96,16,179,106,198,106,34,117,16,188,0
26,179,89,34,155,106,16,198,16,5,106,34,117,0
26,34,198,16,179,12,46,106,117,201,16,34,106,0
106,116,26,198,149,179,16,34,117,16,199,34,106,1
150,198,123,106,26,16,179,34,106,34,117,136,16,1
26,179,78,34,198,16,106,79,106,117,34,37,16,1
198,26,150,34,64,16,106,179,117,106,34,1,16,1
179,26,16,34,106,190,198,55,117,16,101,106,34,1
179,16,26,34,1,47,106,198,117,180,34,106,16,0
179,26,106,16,198,34,206,71,16,34,117,48,106,0
34,16,26,175,198,14,106,179,16,106,117,34,66,1
209,179,34,16,198,26,188,106,117,6,106,16,34,0
86,56,34,179,26,16,106,198,62,106,117,34,16,1
198,26,179,16,122,106,34,139,34,117,128,16,106,1
16,26,34,170,106,198,179,19,117,37,106,34,16,1
106,14,26,198,5,16,34,179,106,117,154,16,34,1
198,179,26,163,206,16,106,34,34,199,106,16,117,1
26,16,120,78,179,106,34,198,16,34,106,133,117,1
34,8,16,26,198,28,106,179,34,106,201,16,117,0
26,123,40,16,34,106,198,179,16,34,117,193,106,0
16,26,106,34,46,198,179,159,34,114,16,106,117,0
106,198,26,16,179,101,34,139,153,16,106,117,34,1
26,131,34,16,179,159,198,106,106,16,34,117,72,1
26,179,61,189,106,34,16,198,16,66,34,106,117,1
16,34,198,106,167,79,179,26,194,34,117,16,106,1
16,106,198,179,26,49,159,34,16,117,34,106,153,0
179,26,207,129,198,16,106,34,77,16,117,34,106,1
26,34,16,198,109,194,179,106,34,106,16,117,1,1
26,18,16,34,86,179,198,106,117,16,1,34,106,1
198,34,112,16,25,106,26,179,34,117,106,103,16,0
34,16,73,198,26,179,182,106,106,117,34,16,133,0
16,106,26,34,121,40,198,179,106,16,117,104,34,1
171,62,106,26,16,179,198,34,34,67,16,106,117,0
26,16,179,159,34,106,198,57,16,34,106,117,204,0
34,16,198,7,106,73,179,26,20,117,16,106,34,1
16,159,34,179,106,26,170,198,117,34,16,67,106,0
198,51,179,26,16,106,30,34,117,34,106,16,182,0
190,16,136,198,106,26,179,34,106,34,16,204,117,0
10,34,146,106,198,179,26,16,16,106,117,156,34,0
187,129,198,26,34,179,16,106,117,16,106,55,34,0
185,179,198,16,34,173,26,106,34,106,16,195,117,0
16,179,106,125,198,34,26,190,34,117,106,16,101,0
206,106,198,34,16,179,26,86,106,16,117,41,34,1
87,197,179,198,26,106,34,16,34,117,125,16,106,1
34,54,136,16,26,106,198,179,106,16,208,117,34,0
198,16,179,34,26,181,2,106,34,117,16,106,187,0
125,179,34,30,26,198,106,16,212,117,34,16,106,0
35,198,187,106,34,179,26,16,195,16,106,34,117,1
26,16,34,10,179,198,110,106,117,34,16,207,106,0
106,34,26,192,198,179,16,185,186,16,34,117,106,1
16,106,91,198,34,26,66,179,193,117,106,16,34,1
198,34,43,106,179,140,26,16,181,106,34,117,16,1
26,179,8,198,106,16,166,34,16,197,34,106,117,0
30,18,179,106,26,34,198,16,34,117,17,106,16,0
198,26,106,212,16,93,179,34,1,16,117,34,106,1
26,16,179,161,34,198,106,6,117,106,182,34,16,1
34,110,179,198,75,26,16,106,117,34,16,94,106,0
34,35,106,16,43,26,179,198,16,18,117,34,106,1
181,198,28,34,106,26,16,179,43,106,117,16,34,0
179,16,75,131,34,26,106,198,83,34,16,106,117,0
34,9,84,179,106,16,198,26,16,199,106,117,34,1
198,26,16,179,34,106,70,178,16,117,34,106,19,1
16,142,198,106,34,17,179,26,20,117,16,34,106,1
198,116,106,34,179,16,58,26,197,16,34,106,117,0
26,179,16,198,34,106,176,94,16,34,106,77,117,1
26,198,157,16,156,34,179,106,106,16,34,159,117,1
106,34,16,179,150,26,198,126,117,34,106,92,16,0
16,26,43,106,34,179,198,38,16,106,34,117,1,1
34,15,26,106,16,179,198,153,117,106,16,34,51,1
179,105,26,198,16,110,106,34,72,106,34,117,16,1
91,16,182,198,34,179,106,26,106,16,117,34,1,1
16,153,31,26,179,106,198,34,117,34,83,16,106,0
34,106,179,26,32,24,198,16,186,117,106,34,16,1
26,195,179,34,198,106,173,16,34,106,117,8,16,1
106,179,174,16,26,198,34,152,117,16,34,106,89,1
179,125,34,106,198,81,16,26,117,16,106,34,19,0
34,198,106,10,179,138,26,16,16,106,117,34,25,1
26,16,179,34,93,106,198,207,16,34,206,106,117,1
187,88,106,179,198,26,16,34,106,152,34,117,16,1
106,16,179,180,198,34,26,61,106,34,117,1,16,1
26,198,179,106,168,16,34,90,34,117,106,178,16,0
198,106,179,127,34,26,89,16,34,16,80,117,106,0
26,33,16,198,21,34,106,179,34,117,12,106,16,0
106,88,16,66,34,26,198,179,34,16,117,106,78,0
16,34,198,26,183,184,106,179,51,34,106,117,16,1
34,156,145,179,198,16,26,106,16,66,106,117,34,1
34,179,16,198,26,106,59,180,16,125,106,34,117,1
106,26,181,198,179,34,16,44,6,16,106,34,117,0
34,120,212,16,26,179,106,198,43,16,106,117,34,1
106,69,26,198,16,167,179,34,106,34,181,16,117,1
198,16,26,123,20,34,106,179,16,117,34,106,124,0
26,45,34,179,16,198,96,106,16,34,106,117,66,0
106,16,34,179,26,176,198,1,94,117,16,106,34,0
34,96,198,26,16,20,179,106,117,34,189,16,106,0
26,16,34,198,106,131,159,179,117,16,105,106,34,0
34,16,198,154,26,179,29,106,106,33,34,117,16,0
198,26,106,16,80,34,27,179,16,156,106,117,34,0
179,198,183,26,34,16,106,164,83,16,106,117,34,1
16,198,39,106,34,179,197,26,117,106,104,16,34,1
106,179,198,16,26,34,177,201,117,16,12,34,106,1
26,179,106,16,83,198,34,151,117,16,167,34,106,0
106,119,198,179,34,167,16,26,34,159,16,106,117,1
16,34,198,183,26,179,106,141,16,34,117,178,106,1
156,73,198,34,179,106,16,26,156,117,16,34,106,0
26,17,34,179,106,3,16,198,106,34,117,118,16,1
167,16,179,205,34,106,26,198,117,106,34,156,16,0
34,198,26,136,16,46,179,106,16,117,167,34,106,0
106,179,126,17,34,26,16,198,16,34,106,117,94,0
198,16,26,179,61,189,34,106,1,34,117,16,106,1
167,16,26,98,34,106,198,179,16,106,34,117,58,1
106,198,34,59,16,26,179,128,117,106,34,101,16,1
179,106,134,26,135,16,198,34,117,34,106,101,16,1
26,106,34,198,122,191,179,16,117,106,76,16,34,1
179,105,106,34,15,198,26,16,34,117,16,122,106,0
205,34,16,159,26,106,179,198,34,106,117,16,41,1
34,198,26,16,179,61,106,63,16,106,34,58,117,0
106,34,94,179,198,16,26,130,16,34,106,175,117,0
61,83,179,16,34,106,198,26,195,34,106,16,117,0
198,76,96,34,106,16,26,179,16,117,134,34,106,0
34,26,148,198,179,16,62,106,117,106,16,34,180,0
34,148,16,106,179,198,26,208,150,106,16,34,117,1
83,26,177,106,198,179,34,16,106,16,34,117,206,0
16,106,198,199,179,26,110,34,106,207,34,16,117,0
34,198,26,133,16,96,179,106,16,117,34,53,106,1
201,16,106,179,198,109,26,34,72,16,106,117,34,1
179,34,137,16,198,26,106,20,117,16,80,34,106,1
179,198,26,75,106,16,34,0,106,181,34,117,16,1
43,198,179,16,106,34,91,26,105,34,106,16,117,1
26,198,34,106,16,179,148,17,106,80,16,117,34,1
34,179,124,85,106,198,16,26,117,34,106,16,76,1
179,34,17,16,14,106,26,198,78,16,117,34,106,0
205,106,198,34,201,26,179,16,117,167,106,16,34,0
16,34,106,26,48,198,113,179,117,34,186,16,106,1
198,26,34,106,179,63,16,172,16,117,51,106,34,1
16,34,26,179,198,176,8,106,117,16,106,34,167,0
34,198,16,179,71,106,9,26,53,106,117,34,16,1
179,51,143,26,198,16,106,34,89,117,106,34,16,0
179,26,106,72,16,198,34,158,106,16,34,117,133,0
59,34,198,114,16,179,26,106,34,106,16,78,117,0
106,198,34,16,26,121,185,179,16,106,34,19,117,1
106,34,198,49,16,152,179,26,156,106,34,117,16,0
26,179,34,106,16,198,183,110,117,106,34,189,16,0
34,150,26,47,106,179,16,198,106,16,62,34,117,1
128,179,16,106,198,70,34,26,117,16,182,34,106,1
26,161,198,106,16,153,179,34,152,106,16,117,34,0
106,179,26,34,16,181,198,137,40,106,117,34,16,0
196,134,26,198,34,106,179,16,106,149,117,16,34,0
113,17,26,16,179,106,198,34,12,34,106,117,16,1
26,179,34,198,200,106,182,16,117,77,16,34,106,0
106,103,179,90,198,16,34,26,34,117,106,16,45,0
198,77,106,145,16,26,34,179,34,106,186,117,16,1
34,198,26,179,148,106,181,16,34,206,16,106,117,0
